is_retweet	time	lang	retweet_count	favorite_count	longitude	latitude	handle	source_url	text	original_author	place_full_name
0	2016-09-27 17:55:26	en	1580.0	2967.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""I’m really glad my dad never had a contract with Donald Trump.” —Hillary https://t.co/un2YiRLEYF"		
0	2016-09-27 17:52:47	en	557.0	1633.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	When you work hard, you should not be living in poverty. https://t.co/86sTOCAkkq		
0	2016-09-27 17:47:36	en	8534.0	28578.0			realDonaldTrump	http://twitter.com/download/android	Well, now they're saying that I not only won the NBC Presidential Forum, but last night the big debate. Nice!		
0	2016-09-27 17:44:07	en	556.0	1546.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""We may have a record-setting turnout in this election.  We could have the biggest turnout we've ever had."" https://t.co/tTgeqxNqYm"		
0	2016-09-27 17:40:05	en	661.0	1326.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""You can go to https://t.co/tTgeqxNqYm to make sure you are registered. And I hope you all will.” —Hillary #NationalVoterRegistrationDay"		
0	2016-09-27 17:35:08	en	1115.0	3941.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Join Hillary live in NC for her first rally since winning last night's debate → https://t.co/DzEpIDf7HY #NationalVoterRegistrationDay		
1	2016-09-27 17:20:13	en	1328.0	2435.0			HillaryClinton	http://twitter.com	So. Everything you're feeling after #Debates2016? It's #NationalVoterRegistrationDay. PLEASE:… https://t.co/YnOtJL8bW7	shondarhimes	
0	2016-09-27 17:07:22	en	6185.0	16805.0			HillaryClinton	https://studio.twitter.com	“Donald just criticized me for preparing for this debate. And you know what else I prepared for?  I prepared to be… https://t.co/QjB01msPaT		
0	2016-09-27 16:58:58	en	4191.0	13152.0			realDonaldTrump	http://twitter.com/download/iphone	Thank you for your endorsement, @GovernorSununu. #MAGA  https://t.co/8BEeQPsuyd		
0	2016-09-27 16:54:22	en	2593.0	6269.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Hillary was the winner of the first presidential debate—and newspapers across America agree. #SheWon… https://t.co/oDiUHd0eXO		
1	2016-09-27 16:37:19	es	2252.0	3264.0			HillaryClinton	http://twitter.com	"Trump sobre Alicia Machado en 1996: ""Miss Piggy""  Esta mañana: ""Aumentó mucho de peso... era un problema serio"". https://t.co/Sv92DhXTPJ"	Hillary_esp	
1	2016-09-27 16:29:30	en	1235.0	3206.0			HillaryClinton	http://twitter.com	Register and vote for Democrats like @HillaryClinton and @KatieMcGintyPA: https://t.co/tu6W6eS9xR #iRegistered… https://t.co/9ovdecqadN	JoeBiden	
1	2016-09-27 16:24:03	en	804.0	2086.0			HillaryClinton	http://twitter.com	I've been fortunate to meet young Americans from all over the country. We all make choices. This is mine...… https://t.co/bYoUE91TOO	AndrewJenks	
0	2016-09-27 16:12:28	en	4829.0	7580.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""She gained a massive amount of weight...it was a real problem."" —Trump this morning on Alicia Machado https://t.co/LJPlFegSTs"		
1	2016-09-27 16:03:49	en	20006.0	24333.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Today is #NationalVoterRegistrationDay - I was beaten, left bloody &amp; unconscious so that every person could register and vote. Do your part.	repjohnlewis	
1	2016-09-27 16:01:04	en	1138.0	1554.0			HillaryClinton	http://twitter.com	More than 70 million Americans aren't registered to vote. We have to do better! Get registered &amp; spread the word: https://t.co/IobF5PQ7jv	jasoncollins98	
0	2016-09-27 15:54:07	en	8242.0	35744.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	When you have a really, really good night. #SheWon https://t.co/FVeGqhYxRZ		
0	2016-09-27 15:47:29	en	13576.0	27245.0			realDonaldTrump	http://twitter.com/download/iphone	Such a great honor. Final debate polls are in - and the MOVEMENT wins! #AmericaFirst #MAGA #ImWithYou… https://t.co/DV1BKMwHEM		
0	2016-09-27 15:42:48	en	1350.0	2874.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""Register. Vote. Go out and get engaged!” —@JoeBiden #NationalVoterRegistrationDay https://t.co/tTgeqxNqYm"		
0	2016-09-27 15:32:57	en	5557.0	16289.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""I'm glad Trump found out that Crimea was part of Ukraine. By the way, I heard he was on the verge of acknowledging gravity."" —@JoeBiden"		
0	2016-09-27 15:26:17	en	1453.0	4741.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	“Let me tell you who built this damn country: the middle class.” —@JoeBiden  Let's keep building it, together: https://t.co/tTgeqxNqYm		
0	2016-09-27 15:12:56	en	1452.0	4840.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	One moment last night that proved—again—that Hillary's the only candidate ready to lead on the global stage: https://t.co/i4lrw7BpE9 #SheWon		
0	2016-09-27 14:55:57	en	5365.0	10729.0			realDonaldTrump	http://twitter.com/download/iphone	U.S. Murders Increased 10.8% in 2015' via @WSJ: https://t.co/CIJMQJhLqp		
0	2016-09-27 14:53:01	en	4773.0	14979.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""Anyone who complains about microphone problems is not having a good night."" —Hillary #SheWon"		
0	2016-09-27 14:51:25	en	7255.0	17380.0			realDonaldTrump	http://twitter.com/download/iphone	Thank you! #TrumpWon #MAGA  https://t.co/a5rr1i38km		
0	2016-09-27 14:49:09	en	12127.0	31856.0			realDonaldTrump	http://twitter.com/download/iphone	Hillary's been failing for 30 years in not getting the job done - it will never change.		
0	2016-09-27 13:57:55	en	16476.0	22611.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"Trump on Alicia, 1996: ""Miss Piggy.""  This morning: ""She gained a massive amount of weight...it was a real problem."" https://t.co/0wrISjJe6z"		
0	2016-09-27 13:49:07	en	5827.0	14338.0			realDonaldTrump	http://twitter.com/download/iphone	True blue-collar billionaire Donald Trump shows Hillary Clinton is out of touch' https://t.co/NHO1OicfVm		
0	2016-09-27 13:17:40	en	19561.0	52449.0			realDonaldTrump	http://twitter.com/download/iphone	The #1 trend on Twitter right now is #TrumpWon - thank you!		
0	2016-09-27 13:14:55	en	9598.0	29309.0			realDonaldTrump	http://twitter.com/download/iphone	I won every poll from last nights Presidential Debate - except for the little watched @CNN poll.		
0	2016-09-27 12:55:31	en	6704.0	15988.0			realDonaldTrump	http://twitter.com/download/iphone	How Trump won over a bar full of undecideds and Democrats' https://t.co/WWO39kxn8Y		
0	2016-09-27 12:53:42	en	21628.0	59791.0	-73.89322034	40.76593321	realDonaldTrump	http://twitter.com/download/android	I really enjoyed the debate last night.Crooked Hillary says she is going to do so many things.Why hasn't she done them in her last 30 years?		Queens, NY
0	2016-09-27 12:32:21	en	4120.0	10456.0			HillaryClinton	https://studio.twitter.com	"""I have a winning temperament."" —Donald Trump last night   Really? #SheWon https://t.co/nMTFoISagO"		
0	2016-09-27 11:57:38	en	6253.0	17113.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Only one person on last night's stage is prepared to be Commander-in-Chief. Make sure she gets the chance:… https://t.co/o50AezGRrb		
0	2016-09-27 10:44:58	en	4437.0	16423.0			realDonaldTrump	http://twitter.com/download/android	Great debate poll numbers - I will be on @foxandfriends at 7:00 to discuss. Enjoy!		
0	2016-09-27 06:32:29	en	10829.0	24078.0			realDonaldTrump	http://twitter.com/download/iphone	Thank you! Four new #DebateNight polls with the MOVEMENT winning. Together, we will MAKE AMERICA SAFE &amp; GREAT AGAIN… https://t.co/39FCnUf8Pb		Manhattan, NY
0	2016-09-27 05:54:42	en	10763.0	24643.0			realDonaldTrump	http://twitter.com/download/iphone	.@DRUDGE_REPORT's First Presidential Debate Poll: Trump: 80% Clinton: 20% Join the MOVEMENT today &amp; lets #MAGA!… https://t.co/B12lgC97tn		Manhattan, NY
0	2016-09-27 05:44:02	en	16167.0	34480.0			realDonaldTrump	http://twitter.com/download/iphone	Thank you! CNBC #DebateNight poll with over 400,000 votes.  Trump 61% Clinton 39% #AmericaFirst #ImWithYou… https://t.co/MJ3NwA98op		Manhattan, NY
0	2016-09-27 05:36:33	en	12479.0	27258.0			realDonaldTrump	http://twitter.com/download/iphone	TIME #DebateNight poll - over 800,000 votes. Thank you!  #AmericaFirst #MAGA https://t.co/bTPX9E0wKu		Manhattan, NY
0	2016-09-27 05:18:10	en	7709.0	24434.0			realDonaldTrump	http://twitter.com/download/android	".@newtgingrich just said ""a historic victory for Trump."" NICE!"		
1	2016-09-27 05:16:56	en	10733.0	30012.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Tonight, @HillaryClinton proved she is ready to be President — and Donald Trump proved he is not. #debatenight https://t.co/Zeq5iF09Bc	JoeBiden	
0	2016-09-27 04:34:09	en	12739.0	40321.0			realDonaldTrump	http://twitter.com/download/android	Wow, did great in the debate polls (except for @CNN - which I don't watch). Thank you!		
0	2016-09-27 04:04:38	en	6505.0	21912.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	43 days left. Let’s go win this thing: https://t.co/vJShYQPqJb #DebateNight https://t.co/MzR30MEI0J		
0	2016-09-27 04:02:51	en	5578.0	14830.0			realDonaldTrump	http://twitter.com/download/iphone	Thank you Governor @TerryBranstad!  #AmericaFirst #Debates2016 https://t.co/yIeZctdQy8		
0	2016-09-27 04:01:32	en	7350.0	22113.0			realDonaldTrump	http://twitter.com/download/iphone	Thank you Governor @Mike_Pence! Lets MAKE AMERICA SAFE AND GREAT AGAIN with the American people.  #AmericaFirst… https://t.co/6k7qP9X8nC		
0	2016-09-27 03:58:24	en	18519.0	39447.0			realDonaldTrump	http://twitter.com/download/iphone	Thank you Senator @TedCruz! #Debates2016 #MAGA https://t.co/cgO6109USJ		
1	2016-09-27 03:52:39	en	3229.0	10833.0			HillaryClinton	http://twitter.com	.@timkaine That's what we @Wellesley girls do! And it's so clear @HillaryClinton is the only candidate prepared to be president #debatenight	madeleine	
0	2016-09-27 03:41:28	und	36243.0	72815.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	#DebateNight https://t.co/x4oTfkIlHS		
0	2016-09-27 03:33:57	en	57182.0	74103.0			HillaryClinton	https://studio.twitter.com	"Donald Trump called her ""Miss Piggy"" and ""Miss Housekeeping.""  Her name is Alicia Machado. #DebateNight https://t.co/0wrISjJe6z"		
1	2016-09-27 03:18:22	en	2277.0	6913.0			HillaryClinton	http://twitter.com	Hillary Clinton did what she needed to do: https://t.co/OhN5ZjCu2G https://t.co/4P3f6pNXB3	TheAtlantic	
1	2016-09-27 03:14:49	en	7576.0	20896.0			HillaryClinton	http://twitter.com	Tonight, we heard from two candidates -- but only one president. #ImWithHer	ChadHGriffin	
1	2016-09-27 03:12:31	en	4682.0	12991.0			HillaryClinton	http://twitter.com	"""Hillary won big time. It was a shut out."" -- @HardballChris #debatenight"	hardball	
1	2016-09-27 03:03:24	en	8546.0	22141.0			HillaryClinton	http://twitter.com	Clinton won this debate in part because she had more stamina for this than Trump. He flagged badly after 30 minutes. She didn't.	ezraklein	
0	2016-09-27 02:57:56	en	8550.0	20188.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	The presidency isn't a reality show—it's as real as it gets. Make sure you're registered to vote:… https://t.co/gBZ42fzFnF		
0	2016-09-27 02:50:50	en	3134.0	12026.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Text IMWITHHER to 47246 to tell Hillary you're on her team all the way to Election Day. #debatenight https://t.co/YzlkvzVTGY		
1	2016-09-27 02:48:53	es	11939.0	22707.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Gracias señora @HillaryClinton su respeto a las mujeres y nuestras diferencias la hacen grande! Estoy con usted!	machadooficial	
0	2016-09-27 02:45:44	en	80169.0	80678.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	RT this if you're proud to be standing with Hillary tonight. #debatenight https://t.co/91tBmKxVMs		
0	2016-09-27 02:43:15	en	5065.0	16336.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Hillary just proved she's the only candidate who's ready to be president. Chip in now and let's go win this thing: https://t.co/ATqqxWU0Hc		
0	2016-09-27 02:42:49	en	8575.0	19522.0			realDonaldTrump	http://twitter.com/download/iphone	.@HillaryClinton’s Nuclear Agreement Paved The Way For The $400 Million Ransom Payment #DebateNight https://t.co/qfZTx6aKYs		
0	2016-09-27 02:40:26	en	30921.0	56562.0			realDonaldTrump	http://twitter.com	Nothing on emails. Nothing on the corrupt Clinton Foundation. And nothing on #Benghazi. #Debates2016 #debatenight		
0	2016-09-27 02:40:04	en	26656.0	48875.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"When Donald Trump says he has a ""winning temperament."" #debatenight https://t.co/ElQ7aG2vxu"		
0	2016-09-27 02:38:01	en	23394.0	36574.0			HillaryClinton	https://studio.twitter.com	The woman Trump called “Miss Piggy” has a name: Alicia. #debatenight https://t.co/XlthzE8X8j		
0	2016-09-27 02:36:11	en	6680.0	15499.0			realDonaldTrump	http://twitter.com/download/iphone	.@HillaryClinton - Obama #ISIS Strategy Has Allowed It To Expand To Become A Global Threat #DebateNight https://t.co/f7PctDE31L		Hofstra University
0	2016-09-27 02:35:21	en	20652.0	46042.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""When Donald Trump spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina."" —Hillary #debatenight"		
1	2016-09-27 02:33:59	en	6139.0	13209.0			realDonaldTrump	http://twitter.com	.@realDonaldTrump calling out @HillaryClinton's support for NAFTA = most searched moment during tonight's debate.… https://t.co/2BovwrJisi	TeamTrump	
0	2016-09-27 02:30:00	en	5011.0	13026.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"Donald Trump's ""cavalier attitude about nuclear weapons is so deeply troubling.” #DebateNight https://t.co/z66rUZz31J"		
0	2016-09-27 02:28:26	en	11851.0	26791.0			realDonaldTrump	http://twitter.com	Russia has more warheads than ever, N Korea is testing nukes, and Iran got a sweetheart deal to keep theirs. Thanks, @HillaryClinton.		
0	2016-09-27 02:27:23	en	17402.0	38775.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	.@realDonaldTrump: Barack Obama is your president too. #debatenight		
0	2016-09-27 02:26:33	en	45008.0	82338.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	A man who can be provoked by a tweet should not have his hands anywhere near the nuclear codes. #DebateNight		
0	2016-09-27 02:26:13	en	21745.0	40457.0			realDonaldTrump	http://twitter.com/download/iphone	Hillary Clinton failed all over the world.  ❌LIBYA ❌SYRIA ❌IRAN ❌IRAQ ❌ASIA PIVOT ❌RUSSIAN RESET ❌BENGHAZI… https://t.co/OoakXs2rij		Hofstra University
0	2016-09-27 02:26:01	en	5820.0	13113.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	This should go without saying: Taking nuclear war lightly is disqualifying for anyone seeking to be President of th… https://t.co/OXigxJhmqJ		
1	2016-09-27 02:24:39	en	5646.0	10367.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Donald Trump says he has better temperament than Hillary Clinton.  Fact check: He is Donald Trump.   #debate	TheBriefing2016	
1	2016-09-27 02:22:12	en	7419.0	12728.0			realDonaldTrump	http://twitter.com/download/iphone	100% TRUE --&gt; @realDonaldTrump is right - @HillaryClinton did call TPP ‘the gold standard’ #Debates2016  https://t.co/W7L7a9wSCB	TeamTrump	
0	2016-09-27 02:21:59	en	9001.0	20725.0			realDonaldTrump	http://twitter.com	Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA https://t.co/Um5WJXEEKr		
0	2016-09-27 02:19:47	en	5763.0	12471.0			realDonaldTrump	http://twitter.com/download/iphone	.@HillaryClinton's 2008 Campaign And Supporters Trafficked In Rumors About Obama's Heritage #DebateNight  https://t.co/6EEOAaCiNv		Hofstra University
1	2016-09-27 02:19:20	en	4741.0	10739.0			realDonaldTrump	http://twitter.com	Hillary's policies have made America less safe, that's why 200+ general and military leaders have endorsed… https://t.co/x7sBpy0CEV	TeamTrump	
0	2016-09-27 02:18:09	en	7062.0	12598.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""I hope the fact-checkers are turning up the volume. Donald Trump supported the invasion of Iraq.” https://t.co/CoyJtoyxd0"		
1	2016-09-27 02:16:53	en	1387.0	2339.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	This is... still not true! #debate https://t.co/6SKFZunCL5	TheBriefing2016	
0	2016-09-27 02:13:57	en	2540.0	4893.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	What is the deal with Donald Trump and Russia? https://t.co/xUYxOdoYo3 #debatenight		
1	2016-09-27 02:13:36	en	1213.0	1638.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Trump's top Russia advisor is being probed for meeting with the Kremlin aide in charge of US election intelligence.  https://t.co/GN5Gg4ug0L	TheBriefing2016	
1	2016-09-27 02:10:30	en	5055.0	8520.0			realDonaldTrump	http://twitter.com/download/iphone	Jesse Jackson on @realDonaldTrump - when he donated space for the Rainbow/Push Coalition.  #DebateNight https://t.co/JTbqO0DNzy	DanScavino	
0	2016-09-27 02:08:29	en	6189.0	16416.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	When Donald Trump goes low, we go high. #DebateNight https://t.co/5MUlOMJqWM		
0	2016-09-27 02:06:51	en	13915.0	26574.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	When a man is sued for discriminating against black tenants &amp; pushes birtherism, he's giving you an idea of what kind of president he'd be.		
1	2016-09-27 02:05:18	en	1523.0	1946.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	This is just one of the business practices that led to Donald Trump being sued for discrimination. #Debate… https://t.co/PoXvMnGfCy	TheBriefing2016	
0	2016-09-27 02:04:16	en	6274.0	13551.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"Donald Trump's answer for his five years of pushing the racist birther conspiracy theory?  ""I say nothing."" #debatenight"		
0	2016-09-27 02:01:59	en	51681.0	102655.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""Trump just criticized me for preparing for this debate. You know what else I prepared for? Being president."" #DebateNight"		
0	2016-09-27 02:01:05	en	6818.0	17734.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	President Obama was born in the United States. He’s American. Trump only has one reason for refusing to admit it. #debatenight		
0	2016-09-27 01:59:34	en	4564.0	7201.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Still a complete lie. #DebateNight  https://t.co/F8aCfIqYWs		
0	2016-09-27 01:56:13	en	7324.0	13832.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Donald Trump is more concerned with pandering to the gun lobby than keeping families safe. #DebateNight https://t.co/LspcUJNUc5		
0	2016-09-27 01:55:11	en	10882.0	21951.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"The fact that Trump's answer to a question about racial injustice is just ""we need law and order"" pretty much says it all. #debatenight"		
0	2016-09-27 01:54:38	en	2587.0	6006.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	We’ve got to address the systemic racism in our criminal justice system and end private prisons. #DebateNight https://t.co/8afCXJAAjI		
1	2016-09-27 01:52:02	en	1259.0	2676.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	How Hillary Clinton Took Charge In The First Presidential Debate https://t.co/4gwtCnACV0	BuzzFeedBen	
0	2016-09-27 01:51:58	en	12173.0	33572.0			realDonaldTrump	http://twitter.com	I will stand with police and protect ALL Americans! #Debates2016 #MAGA https://t.co/CX4oEWgEMp		
0	2016-09-27 01:50:42	en	6923.0	17156.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	We are not going to bring New York’s unconstitutional stop-and-frisk program nationwide. #debatenight		
1	2016-09-27 01:50:01	en	4550.0	11239.0			realDonaldTrump	http://twitter.com	When @realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! #MAGA… https://t.co/4Qo9gV7mgc	TeamTrump	
0	2016-09-27 01:44:51	en	4435.0	8347.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""Maybe he didn't do a good job."" —Donald Trump  Looks like you “loved” it at the time. #DebateNight… https://t.co/LelC6Tb3nj"		
1	2016-09-27 01:44:01	en	1936.0	5930.0			realDonaldTrump	http://twitter.com	WATCH: @realDonaldTrump on the stakes in this election #Debates2016 https://t.co/l7DSbPXDGh	TeamTrump	
0	2016-09-27 01:40:50	en	2469.0	5868.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""It's about time this country had somebody running it who has an idea about money."" —Trump #debatenight https://t.co/dpDrKCHVCd"		
0	2016-09-27 01:39:14	en	20195.0	33668.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"Paying zero in taxes doesn’t make you ""smart.""  It makes you a tax evader. https://t.co/g9nQkSRvTB"		
0	2016-09-27 01:37:26	en	8568.0	15157.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	No wonder Donald Trump is hiding his tax returns. #debatenight https://t.co/gcvsadMwHJ		
0	2016-09-27 01:36:50	en	13308.0	32127.0			realDonaldTrump	http://twitter.com	This is the simple fact about @HillaryClinton: she is a typical politician - all talk, no action. #Debates2016		
1	2016-09-27 01:34:32	en	11973.0	15567.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	No legit reason @realDonaldTrump can't release returns while being audited, but if scared, release earlier returns no longer under audit.	MittRomney	
0	2016-09-27 01:33:59	en	11774.0	21663.0			realDonaldTrump	http://twitter.com/download/iphone	HILLARY'S BAD TAX HABIT! https://t.co/x3FBy8Hdq2		East Garden City, NY
0	2016-09-27 01:32:25	en	7878.0	16568.0			realDonaldTrump	http://twitter.com/download/iphone	A Clinton economy = more taxes and more spending! #DebateNight https://t.co/oFlaAhrwe5		Hofstra University
0	2016-09-27 01:28:50	en	9707.0	22634.0			realDonaldTrump	http://twitter.com	.@HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? #Debates2016		
0	2016-09-27 01:28:04	en	7189.0	19174.0			realDonaldTrump	http://twitter.com/download/iphone	Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for innovation and job creati… https://t.co/02NMQn3ZNQ		Hofstra University
1	2016-09-27 01:28:03	en	4128.0	5914.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	In the spirit of friendship, here's Donald Trump's ISIS plan for your consideration. #debate https://t.co/YCXFWZyiGA	TheBriefing2016	
